id,url,title,company_name,company_url,time_update,time_expire,salary,exp,job_level,group_job,job_type,benefit,job_des,job_req,city,address,web
careerlink4,https://www.careerlink.vn//tim-viec-lam/leasing-manager-truong-phong-kinh-doanh/2979137?source=site,LEASING MANAGER / TRƯỞNG PHÒNG KINH DOANH,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ MỘT CỬA QUỐC GIA,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-dich-vu-va-dau-tu-mot-cua-quoc-gia/224573,2024-11-06 12:11:14.190,2024-11-25 12:11:14.190,900.00,2,Quản lý / Trưởng phòng,Biên phiên dịch / Thông dịch viên,"Biên phiên dịch / Thông dịch viên, Bất động sản, Bán hàng / Kinh doanh",,"1. Xây d?ng chi?n lu?c kinh doanh cho thuê can h? và van phòng. Ch?u trách nhi?m chính v? KPI cho thuê và d?m b?o d?t k?t qu? d? ra c?a b? ph?n Kinh doanh., 2. Phát tri?n m?i quan h? khách hàng có s?n c?a công ty và tìm ki?m các kênh khách hàng m?i. M? r?ng các kênh cho thuê, d?i lý cho thuê. Ch? d?ng trong vi?c tang doanh thu cho thuê, 3. Kh?o sát th? tru?ng cho thuê c?p nh?t các bi?n d?ng thu?ng xuyên, 4. Xây d?ng và qu?n lý các chi?n lu?c marketing/hình ?nh s?n ph?m d? d?m b?o phù h?p v?i m?c tiêu và k?t qu? kinh doanh dã d? ra., 5. Xây d?ng ngân sách cho thuê hàng nam. Ph?i h?p v?i K? toán và CSKH d? ki?m soát thu - chi hàng tháng, 6. Qu?n lý nhân s? phòng kinh doanh cho thuê bao g?m BP Kinh doanh, CSKH/Admin d? d?m b?o ho?t d?ng cho thuê và v?n hành tòa nhà luôn trong tình tr?ng t?t., 7. Th?c hi?n dào t?o, dánh giá KPI và b? trí công vi?c cho các nhân s? qu?n lý., 8. T? ch?c các cu?c h?p giao ban hàng tu?n gi?a các nhân s? có liên quan d? báo cáo và x? lý các v?n d? phát sinh trong công vi?c hàng ngày., 9. Báo cáo Ban giám d?c d?nh k? v? k?t qu? kinh doanh và ho?t d?ng c?a tòa nhà cho thuê, 10. Nh?ng công vi?c khác theo s? phân công c?a qu?n lý tr?c ti?p., - Ðu?c dóng BHXH, BHYT, BHTN và hu?ng d?y d? các ch? d? c?a Lu?t Lao d?ng, các chính sách, phúc l?i tham h?i ?m dau, sinh nh?t, k? ni?m ngày cu?i, hi?u h?; các d?p l?; ngh? l? t?t., - Môi tru?ng làm vi?c t? Lãnh d?o d?n nhân viên d?u r?t tr? trung, nang d?ng và công b?ng., - Co h?i phát tri?n s? nghi?p b?n v?ng và d? cao các giá tr? Van hóa doanh nghi?p., - Ngh? l? theo quy d?nh nhà nu?c, - Ðu?c thu?ng doanh s? d?a trên doanh thu mang v? cho công ty.","- Ngo?i ng?: có th? nói và vi?t ti?ng Anh ho?c ti?ng Hoa, - T?t nghi?p Ð?i h?c, Cao d?ng chuyên ngành b?t kì., - Kinh nghi?m: 2-3 nam, - Kh? nang giao ti?p t?t, t? tin khi trao d?i v?i khách hàng., - Nang d?ng, ham h?c h?i và có m?c tiêu rõ ràng., - Có k? nang thuong m?i, dàm phán và hi?u bi?t v? h?p d?ng., - S? d?ng máy tính thành th?o, có k? nang so?n th?o van b?n, excel và có ki?n th?c v? marketing., - Gi?i trong vi?c trình bày và có kh? nang giao ti?p t?t., - S?n sàng di công tác gi?a Bình Duong và TP. H? Chí Minh.",Bình Dương,"Thành Ph? Thu?n An,",CareerLink
careerlink40,https://www.careerlink.vn//tim-viec-lam/tro-ly-giam-doc-dieu-hanh/2990143?source=site,Trợ Lý Giám Đốc Điều Hành,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:15.703,2024-12-07 12:13:15.703,0.00,1,Nhân viên,Thư ký / Hành chánh,Thư ký / Hành chánh,"Luong: Th?a thu?n theo nang l?c. Luong tháng 13, thu?ng các ngày l? t?t, các ch? d? B?o hi?m d?y d?, du l?ch 1 l?n/nam.. Môi tru?ng làm vi?c chuyên nghi?p, nang d?ng, tr? trung, c?i m?, co h?i thang ti?n ngh? nghi?p.",,,Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink41,https://www.careerlink.vn//tim-viec-lam/chuyen-vien-quay-dung-video-video-editor/2990144?source=site,Chuyên Viên Quay Dựng Video (Video Editor),HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:13:17.030,2024-12-07 12:13:17.030,540.00,1,Nhân viên,Khác,Khác,"Luong co b?n: 13 - 15 tri?u (+ thu?ng KPI). Thu nh?p lên d?n 20tr/tháng. Thu?ng luong tháng 13, thu?ng L?. Làm vi?c trong môi tru?ng tr? trung, c?i m?, sáng t?o. Có co h?i thang ti?n trong công vi?c, thu nh?p tang d?n theo hi?u qu? công vi?c","- Ph?i h?p lên ý tu?ng và th?c hi?n Quay D?ng, hi?u ?ng và h?u k? cho các video v? d?ch v? th?m m?, video viral, hành trình khách hàng, s? ki?n…, - D?ng edit video cho các kênh social media m?ng xã h?i nhu Youtube, Tiktok, Facebook, Instagram v? m?ng th?m m?, tr? hóa, làm d?p., - Ph?i h?p h?p ch?t ch? cùng các b? ph?n d? d?m b?o ti?n d? và ch?t lu?ng c?a s?n ph?m., - Set up d?m b?o hình ?nh, âm thanh, ánh sáng, ghi hình… t?i v? trí quay, - Ph?i h?p cùng team Content s?n xu?t các video/ ?nh theo yêu c?u, - Th?c hi?n các công vi?c liên quan khác theo yêu c?u c?a qu?n lý","- T?t nghi?p các chuyên ngành v? báo chí, truy?n thông ho?c tuong duong., - Có kh? nang s? d?ng thành th?o các ph?n m?m d?ng (Adobe Premiere, Adobe Photoshop, After Effect…), - Có kh? nang sáng t?o, t? lên ý tu?ng thi?t k? ?n ph?m d?ng và ch?nh s?a video., - Có kh? nang làm vi?c theo nhóm ho?c d?c l?p, tinh th?n trách nhi?m cao, - Có kinh nghi?m d?ng clip beauty, th?m m? công ngh? cao, t?ng làm vi?c trong B?nh vi?n th?m m? là m?t l?i th?",Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink42,https://www.careerlink.vn//tim-viec-lam/15-lai-xe-b2-tro-len-lam-viec-tai-tp.hcm/2990493?source=site,15 Lái Xe B2 Trở Lên Làm Việc Tại TP.HCM,Công Ty Cổ Phần Đầu Tư Thương Mại EVE,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-dau-tu-thuong-mai-eve/232901,2024-11-06 12:14:15.410,2024-12-07 12:14:15.410,600.00,0,Nhân viên,Vận chuyển / Giao thông / Kho bãi,Vận chuyển / Giao thông / Kho bãi,1 l?n/1 nam,,,Hồ Chí Minh,"Qu?n 10,",CareerLink
careerlink43,https://www.careerlink.vn//tim-viec-lam/giam-sat-thiet-bi-kcn-quang-chau-bac-giang/2990403?source=site,"GIÁM SÁT THIẾT BỊ - KCN QUANG CHÂU, BẮC GIANG",Công Ty TNHH DV Ăn Uống Ba Sao,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-dv-an-uong-ba-sao/99593,2024-11-06 12:14:17.727,2024-12-07 12:14:17.727,400.00,1,Trưởng nhóm / Giám sát,CNTT - Phần cứng / Mạng,"CNTT - Phần cứng / Mạng, Điện / Điện tử, Bảo trì / Sửa chữa",H? tr? an trong ca làm vi?c. H? tr? nhà ? cho ngu?i ? xa. Xem xét tang luong theo d?nh k?,"- Ki?m tra tình tr?ng ho?t d?ng hàng ngày c?a t?t c? các thi?t b?, h? th?ng gas, di?n, thông gió, di?u hòa, nu?c, gas, phòng cháy ch?a cháy trong nhà b?p., - Tru?ng h?p thi?t b? có s? c? c?n x? lí ngay (các s? c? thông thu?ng, co b?n), n?u không x? lí du?c ho?c không có s?n linh ki?n d? thay th? s? liên l?c v?i nhà máy Samsung, vendor qua di?n tho?i, mail, kakao, zalo)., - V?i các thi?t b? h?ng ph?i n?m du?c: thi?t b? nào h?ng? h?ng cái gì?, + G?i mail danh sách, tình tr?ng thi?t b? h?ng cho Rescon, + Nh?n mail h?i dáp t? Rescon và phòng mua Basao, + Thúc gi?c, h? tr? nhà th?u s?a ch?a nhanh chóng d? d?m b?o không ?nh hu?ng t?i d?ch v?, - C?p phát công c? d?ng c? cho các t? khi các t? có yêu c?u (c?p phát d?nh kì hàng tháng và có th? phát sinh), - Theo dõi s? lu?ng c?p phát, s? lu?ng t?n d? d?t m?i hàng tháng trên FAST (ph?i qu?n lí s? li?u trên máy tính), - Ð?t hàng nhà máy mua m?i nh?ng công c? d?ng c? b?p còn thi?u (các m?t hàng khay, dua, thìa, c?c, bát...), qu?n lí s? lu?ng t?n, h?ng, s? lu?ng h?y nh?ng m?t hàng h?ng (ph?i qu?n lí trên máy tính)., - Trong tru?ng h?p có s? c? phát sinh liên quan d?n thi?t b? (có th? do con ngu?i ho?c do thi?t b? hay y?u t? khác) c?n ph?i vi?t gi?i trình g?i nhà máy Samsung.","- Có ki?n th?c và kinh nghi?m trong chuyên môn., - Ch? d?ng, sáng t?o trong công vi?c, - K? nang phán doán l?i s? c? liên quan d?n máy tính d? có phuong án x? lý nhanh nh?t., - K? nang giao ti?p và trao d?i thông tin n?i b? d? m?i ngu?i có th? hi?u và tin tu?ng vi?c mình làm, - X? lý chính xác v?n d? x?y ra ., - M?c d? nhanh, k?p th?i., - Thái d? làm vi?c vui v?, nhi?t tình.",Bắc Giang,"Huy?n Vi?t Yên,",CareerLink
careerlink44,https://www.careerlink.vn//tim-viec-lam/nhan-vien-ke-toan-tong-hop-dong-phu-binh-phuoc/2972582?source=site,"Nhân viên Kế toán Tổng hợp - Đồng Phú, Bình Phước",CÔNG TY CỔ PHẦN KIM TÍN GỖ XANH,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-tap-doan-kim-tin/150906,2024-11-06 12:14:19.473,2024-11-21 12:14:19.473,480.00,1,Nhân viên,Kế toán / Kiểm toán,Kế toán / Kiểm toán,"Các chuong trình ngo?i khóa, du l?ch, teambuilding th? thao.. Thu?ng nhân viên xu?t s?c, Thu?ng quý, thu?ng l?, t?t, sinh nh?t. Có ph? c?p xang xe ho?c có xe dua dón.. H? tr? com trua t?i công ty. Ðu?c hu?ng ch? d? BHYT, BHXH, BHTN theo quy d?nh. Ðu?c trang b? d?ng ph?c BHLÐ d?y d?.. Ðu?c dào t?o d?nh k? nâng cao ki?n th?c, nang l?c nhân s?. Môi tru?ng làm vi?c hòa d?ng, thân thi?n","- Qu?n lý s? d?ng v?t tu, nguyên li?u, don giá nhân công dúng d?nh m?c du?c duy?t, - T?p h?p chi phí tính giá thành phân xu?ng s?n xu?t s?n ph?m c?a công ty, - L?p k? ho?ch th?c hi?n thu chi hàng ngày, hàng tu?n, hàng tháng theo ngân sách du?c duy?t, - Theo dõi don hàng mua , h?ch toán nh?p kho, xu?t kho công c?, d?ng c?, tài s?n, - Ki?m tra tính h?p lý c?a ch?ng t? thanh toán, l?p phi?u thu, chi, ch?ng t? ngân hàng, - Theo dõi các kho?n ti?n dang chuy?n, lãi vay hàng tháng, d?i chi?u ki?m soát qu? ti?n m?t, - Th?c hi?n báo cáo theo yêu c?u c?a tru?ng phòng k? toán","- 2 Nam, t?t nghi?p t? cao d?ng tr? lên chuyên ngành k? toán, ki?m toán, tài chính, - T?i thi?u 1 nam kinh nghi?m v? trí k? toán, - Uu tiên kinh nghi?m k? toán công ty s?n xu?t, s? d?ng qua các ph?n m?m k? toán",Bình Phước,"Huy?n Ð?ng Phú,",CareerLink
careerlink45,https://www.careerlink.vn//tim-viec-lam/brand-manager/2990407?source=site,Brand Manager,Công Ty TNHH Công Nghệ Di Động Việt,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-cong-nghe-di-dong-viet/234355,2024-11-06 12:14:21.563,2024-12-07 12:14:21.563,0.00,2,Quản lý / Trưởng phòng,Quảng cáo / Khuyến mãi / Đối ngoại,"Quảng cáo / Khuyến mãi / Đối ngoại, Bán lẻ / Bán sỉ",,"- Xây d?ng chi?n lu?c thuong hi?u và d?nh v? thuong hi?u (phong cách/ tính cách/ t?m nhìn/ s? m?nh..), lên k? ho?ch chi ti?t và tri?n khai th?c hi?n các chi?n d?ch phát tri?n thuong hi?u phù h?p v?i d?nh hu?ng, m?c tiêu c?a nhãn hi?u., - Qu?n lý team Social Media và các hình ?nh, n?i dung trên các n?n t?ng Online, - Xây d?ng chi?n lu?c truy?n thông, tri?n khai, qu?n lý hi?u qu?, qu?n lý và xây d?ng các gi?i pháp x? lí k?p th?i các r?i ro, dánh giá các chi?n d?ch truy?n thông., - Phân tích ngành, d?i th? c?nh tranh, nghiên c?u th? tru?ng c?p nh?t xu hu?ng tiêu dùng và bi?n d?ng th? tru?ng d? d? xu?t k? ho?ch phù h?p., - Tuong tác làm vi?c v?i d?i tác, các công ty d?ch v? qu?ng cáo ph?c v? cho các chuong trình truy?n thông du?c th?c hi?n hi?u qu?., - Nghiên c?u hành vi khách hàng, dua ra gi?i pháp d? tang s? hi?u qu? cho các chi?n d?ch dang tri?n khai, tang s? hài lòng c?a khách hàng., - Liên t?c theo dõi, ki?m soát quá trình th?c hi?n các chuong trình Marketing d? báo cáo k?t qu? cho c?p trên và gi?i quy?t nh?ng v?n d? n?y sinh k?p th?i., - Luong tháng 13 và thu?ng theo hi?u qu? công vi?c., - Ðu?c làm vi?c trong môi tru?ng thân thi?n, nang d?ng, tr? trung và chuyên nghi?p, có co h?i h?c h?i, phát tri?n b?n thân., - Ðu?c hu?ng d?y d? các ch? d? chính sách v? (BHXH, hi?u, h?, phép nam...) theo Lu?t lao d?ng hi?n hành., - Chính sách mua hàng dành cho nhân viên n?i b?","- T?t nghi?p Cao d?ng/ Ð?i h?c tr? lên các ngành Marketing, Truy?n thông, Kinh t? ho?c ngành ngh? có liên quan khác., - Có t?i thi?u 2 nam kinh nghi?m ? v? trí qu?n lý tuong duong., - Am hi?u v? marketing thuong hi?u, s?n ph?m – d?ch v?., - Có ki?n th?c v? n?i dung, th?m m? hình ?nh, s?n xu?t video; Có th? m?nh thiên v? c?m tính & ngh? thu?t, - Có kh? nang n?m b?t nh?ng xu hu?ng marketing m?i nh?t và áp d?ng vào th?c t? công vi?c., - Có kh? nang n?m b?t thông tin t?t, nghiên c?u t?ng h?p và phân tích d? li?u, x? lý thông tin, tu duy logic t?t..",Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink46,https://www.careerlink.vn//tim-viec-lam/nhan-vien-cong-nghe-ky-thuat-dong-phu-binh-phuoc/2961854?source=site,"Nhân viên Công nghệ Kỹ Thuật - Đồng Phú, Bình Phước",CÔNG TY CỔ PHẦN TẬP ĐOÀN KIM TÍN,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-tap-doan-kim-tin/150906,2024-11-06 12:14:24.363,2024-11-09 12:14:24.363,0.00,1,Nhân viên,Kỹ thuật ứng dụng / Cơ khí,"Kỹ thuật ứng dụng / Cơ khí, Sản xuất / Vận hành sản xuất, Nội thất / Ngoại thất","Luong theo nang l?c và thu?ng nam theo hi?u qu? công vi?c. Tham gia và nh?n quà trong các ngày l?/ h?i: T?ng k?t/ T?t niên, 8/3, 01/06, Trung thu/ Ngày h?i Gia dình Kim Tín, Du l?ch/ Teambuiding, 20/10, Giáng sinh. T?n hu?ng chuy?n du l?ch t?i Khách s?n cao c?p trong T?p doàn Kim Tín trong d?t dánh giá khen thu?ng Nhân viên xu?t s?c hàng quý.","- Xây d?ng, tri?n khai, duy trì h? th?ng qu?n lý ch?t lu?ng c?a công ty, - Th?c hi?n do lu?ng, phân tích, c?i thi?n hi?u qu? và hi?u l?c c?a h? th?ng qu?n lý ch?t lu?ng, - Xây d?ng, tri?n khai l?y m?u, ki?m tra và báo cáo các v?n d? liên quan d?n dánh giá ch?t lu?ng thành ph?m tru?c khi giao cho khách hàng, - Xây d?ng, giám sát các chuong trình c?i ti?n liên t?c, c?i ti?n ch?t lu?ng gi?m chi phí s?n xu?t và ch?t lu?ng s?n ph?m t?ng th?, - Hoàn thi?n tài li?u dánh giá n?i b?, t? ch?c dánh giá n?i b? và tìm ra các di?m không phù h?p trong h? th?ng, - Báo cáo công vi?c theo yêu c?u c?a tru?ng b? ph?n","- Yêu c?u ?ng viên có b?ng t?t nghi?p t? Cao d?ng tr? lên, uu tiên ngành thi?t k? n?i th?t, công ngh? s?n ph?m, co khí, t? d?ng hóa,......, - Uu tiên ?ng viên có kinh nghi?m phát tri?n s?n ph?m, ki?m soát ch?t lu?ng trong công ty s?n xu?t, - Uu tiên có kinh nghi?m s? d?ng các ph?n m?m thi?t k? b?n v?: Autocad, 3d,...",Bình Phước,"Huy?n Ð?ng Phú,",CareerLink
careerlink47,https://www.careerlink.vn//tim-viec-lam/nhan-vien-ke-hoach-san-xuat-production-planning-staff/2990428?source=site,Nhân Viên Kế Hoạch Sản Xuất - Production Planning Staff,Công Ty TNHH Vật Liệu Nam Châm Shin-Etsu Việt Nam,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-vat-lieu-nam-cham-shin-etsu-viet-nam/223734,2024-11-06 12:14:26.377,2024-12-07 12:14:26.377,480.00,1,Nhân viên,Thư ký / Hành chánh,"Thư ký / Hành chánh, Sản xuất / Vận hành sản xuất, Vật tư / Thu mua","Tang luong thu?ng d?nh k? hàng nam. Th? vi?c có dào t?o và nh?n 100% luong + ph? c?p. Du l?ch công ty. Ðu?c hu?ng ch? d? BHYT, BHXH, BHTN theo quy d?nh","- Plan raw material orders and sub materials consumption, - Control requirement of new system, - PIC of training progam, - Working procudure observation and evaluation, propose improvement for currrent issues, - Basic Salary: 10,000,000 - 12,00,000. Income 11,000,000- 13,000,000, - Attendance Allowance, - Petrol Allowance, - Rent house allowance, => Total allowance 800.000 ~1.200.000, - Probation time within 2 months get 100% basic salary and allowances, - Training career in job, - Insurance by legal law, - Healthcare annually, - Evaluate salary increasement annually, - Company trip, Team building, year-end party.","- Female, Age under 35 years old), - Graduated from University, - Have related experience in Raw material, sub material in manufacturing, - Good at English and MS office (Excel), - Hard working; carefully and responsible, problem solving skills",Hải Phòng,"Qu?n H?i An,",CareerLink
careerlink48,https://www.careerlink.vn//tim-viec-lam/nhan-vien-phien-dich-tieng-trung-kcn-quang-chau-bac-giang/2990495?source=site,NHÂN VIÊN PHIÊN DỊCH TIẾNG TRUNG (KCN Quang Châu - Bắc Giang),Công Ty TNHH DV Ăn Uống Ba Sao,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-dv-an-uong-ba-sao/99593,2024-11-06 12:14:27.473,2024-12-07 12:14:27.473,540.00,1,Nhân viên,Thư ký / Hành chánh,"Thư ký / Hành chánh, Biên phiên dịch / Thông dịch viên",H? tr? an 2 b?a t?i canteen. Xem xét tang luong theo d?nh k?,"- Phiên d?ch, thông d?ch ti?ng Trung cho Qu?n lý v? ch?t lu?ng d?ch v?., - Tham gia h?p, d?ch tài li?u biên b?n h?p gi?a Qu?n lý và Khách hàng., - Cham sóc, l?y ý ki?n khách hàng v? ch?t lu?ng d? an hàng ngày, - Báo cáo c?p Qu?n lý v? ch?t lu?ng và yêu c?u c?i ti?n c?a khách hàng v?i d? an., - G?i báo cáo tình hình c?a Trung hàng tu?n và hàng ngày lên tr?c ti?p phòng d?ch v? khách hàng ho?c các b? ph?n liên quan khi nh?n yêu c?u c?a khách hàng., - H? tr? công vi?c khi chu?n b? món an c?a Trung","- K? nang giao ti?p, - K? nang làm vi?c nhóm, - K? nang làm vi?c d?c l?p, - Thành th?o 4 k? nang: Nghe, Nói, Ð?c, Vi?t ti?ng Trung, - Ngo?i hình ua nhìn, nhanh nh?n có s?c kh?e",Bắc Giang,"Huy?n Vi?t Yên,",CareerLink
careerlink49,https://www.careerlink.vn//tim-viec-lam/urgent-to-truong-bep-au-a/2990309?source=site,Urgent - Tổ Trưởng Bếp Âu - Á,ADAMO HOTEL YÊN MỸ,https://www.careerlink.vn//viec-lam-cua/adamo-hotel-yen-my/377180,2024-11-06 12:14:32.650,2024-12-07 12:14:32.650,0.00,2,Trưởng nhóm / Giám sát,Nhà hàng / Dịch vụ ăn uống,"Nhà hàng / Dịch vụ ăn uống, Khách sạn",,"- Th?c hi?n công vi?c t? tru?ng b?p Âu - Á, - Th?c hi?n ch? bi?n món an Âu - Á, - Chi ti?t công vi?c trao d?i c? th? khi ph?ng v?n.","- Uu tiên ?ng viên có kinh nghi?m ? v? trí tuong duong., - Chi ti?t yêu c?u du?c trao d?i khi d?n ph?ng v?n tr?c ti?p.",Hưng Yên,"Huy?n Yên M?,",CareerLink
careerlink5,https://www.careerlink.vn//tim-viec-lam/ha-noi-nhan-vien-kho-tong-53-duc-giang/2990244?source=site,Hà Nội - Nhân Viên Kho Tổng 53 Đức Giang,CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-maison-retail-management-international/14458,2024-11-06 12:11:16.360,2024-12-07 12:11:16.360,300.00,1,Nhân viên,Kế toán / Kiểm toán,"Kế toán / Kiểm toán, Lao động phổ thông, Vận chuyển / Giao thông / Kho bãi","Ðu?c hu?ng ch? d? BHYT, BHXH, BHTN theo quy d?nh. Tang luong 1 nam 1 l?n, thu?ng tháng luong 13, thu?ng KPI theo tình hình doanh thu nam, thu?ng các ngày L? t?t trong nam","- Th?c hi?n th? t?c xu?t nh?p hàng, - Ki?m tra các ch?ng t? yêu c?u nh?p/ xu?t hàng theo dúng quy d?nh., - Th?c hi?n vi?c nh?p và xu?t hàng cho cá nhân/ cu?a ha`ng/ kha´ch ha`ng/ nha` cung câ´p… liên quan., - Nh?n các ch?ng t? giao hàng, yêu c?u xu?t hàng, luu và chuy?n cho b? ph?n OP/ inbound/ mua hàng ho?c k? toán theo quy d?nh., - Theo dõi hàng hóa xu?t nh?p t?n., - Ghi phi?u nh?p, phi?u xu?t kho., - Tr?c ti?p nh?p phi?u xu?t/ ca´c nghiê?p vu? xuâ´t ha`ng cho c?a ha`ng, ca´c nghiê?p vu? xuâ´t ha`ng ra kho?i DC vào ph?n m?m., - La`m Goods receive trên hê? thô´ng SAP khi nhâ?n ha`ng va`o kho, - Theo dõi s? lu?ng xu?t nh?p t?n hàng ngày, - Chuâ?n bi? va` sa´p xê´p d?y d? các don hàng c?n giao., - S?p x?p hàng hóa trong kho theo tiêu chuâ?n va` da?m ba?o ha`ng ho´a duo?c ba?o qua?n trong diê`u kiê?n tô´t nhâ´t., - S?p x?p hàng hóa trong kho dúng theo hu?ng d?n c?a nhà s?n xu?t/ công ty/ cung nhu guidelines c?a nhãn hàng., - Tuân th? quy d?nh v? phòng cháy ch?a cháy (PCCC) và an toàn trong kho, - Hô~ tr? giao nhâ?n ha`ng ho´a khi co´ yêu câ`u., - Dán tem, giá xu?t x?, - Báo cáo k?p th?i các v?n d? x?y ra trong kho cung nhu trong công vi?c cho qu?n lý, ngõ 53 Ð?c Giang, Hà N?i","- Có kinh nghi?m qu?n lý kho, - S? d?ng du?c excel., - Cham chi? nhiê?t ti`nh chi?u kho´ trong công viê?c.",Hà Nội,"Qu?n Long Biên,",CareerLink
careerlink50,https://www.careerlink.vn//tim-viec-lam/nhan-vien-quay-dung/2990311?source=site,NHÂN VIÊN QUAY DỰNG,Công Ty TNHH Sản Xuất Thương Mại Kỹ Thuật Á Châu,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-san-xuat-thuong-mai-ky-thuat-a-chau/191999,2024-11-06 12:14:34.847,2024-12-07 12:14:34.847,0.00,1,Nhân viên,Quảng cáo / Khuyến mãi / Đối ngoại,"Quảng cáo / Khuyến mãi / Đối ngoại, Báo chí / Biên tập viên / Xuất bản, Tiếp thị",,"- Ch?u trách nhi?m th?c hi?n s?n xu?t các video trên các kênh truy?n thông m?ng xã h?i (website, Facebook, YouTube và các kênh media khác), - Quay phim, d?ng phim, ch?p hình ph?c v? cho các ho?t d?ng c?a công ty, - Ð?m b?o t?t c? video thành ph?m trên các kênh truy?n thông theo b? nh?n di?n thuong hi?u, - Qu?n lý kho hình ?nh, video, - Qu?n lý Tài s?n, thi?t b? truy?n thông, - Th?c hi?n nhi?m v? khác theo s? phân công c?a qu?n lý., - Ðu?c làm vi?c trong môi tru?ng tr? trung và nang d?ng, tinh th?n làm vi?c cao., - Ðu?c trao d?i và t?o di?u ki?n m? r?ng ki?n th?c chuyên môn., - Ðu?c xem xét và di?u ch?nh luong, thu?ng hàng nam làm vi?c theo nang l?c., - Ðu?c dào t?o trong quá trình làm vi?c. Nhi?u co h?i phát tri?n., - Tham gia nhi?u ho?t d?ng teambuilding, ch? d? phúc l?i khác., - T? 10 tri?u d?n 15 tri?u (Thuong lu?ng tùy theo nang l?c) + (Thu?ng thêm luong KPI và D/s? team sau th?i gian th? vi?c)., - H? tr? com trua. Các ch? d? phúc l?i xã h?i nhu: BHYT, BHXH, BH th?t nghi?p, công doàn theo quy d?nh c?a Lu?t lao d?ng.","- T?t nghi?p Cao d?ng tr? lên chuyên ngành liên quan truy?n thông, ..., - Ít nh?t 01 nam kinh nghi?m làm vi?c dàn d?ng, c?t ghép video, - S? d?ng thành th?o m?t s? ph?n m?m d?ng phim nhu Adobe Premiere, After Effect, Adobe Illustrator, Photoshop .... và các thi?t b? quay d?ng, - Thu?ng xuyên di công tác t?i các D? án d? thu th?p tu li?u hình ?nh, video, - Không ng?i làm ngoài gi? d? dáp ?ng công vi?c, - Có kinh nghi?m làm vi?c ? v? trí Video Editor ho?c tuong t? t? 1 nam tr? lên, - Thành th?o các ph?n m?m Adobe, Capcut d? d?ng các video Tiktok, - Có ki?n th?c v? k? thu?t hình ?nh, ánh sáng, am hi?u v? các thi?t b? quay phim., - Có kinh nghi?m uu tiên trong ngành làm d?p, th?m m?., - S? d?ng thành th?o máy ?nh, các ph?n m?m d?ng video, - Am hi?u v? k? thu?t quay d?ng, x? lý video., - Có kinh nghi?m và ki?n th?c liên quan d?n vi?c ch?p ?nh, quay phim;, - Thu?ng xuyên c?p nh?t và tri?n khai các ?ng d?ng công ngh? m?i trong ngành d? t?i da hóa hi?u qu?., - Kh? nang b?t trend, tu duy sáng t?o t?t, yêu thích nh?ng di?u m?i l?., - Ch? d?ng và bi?t s?p x?p trong công vi?c., - Thái d? tích c?c, có trách nhi?m, c?u ti?n, ch?u du?c áp l?c công vi?c, nang d?ng và không ng?i thay d?i.",Hồ Chí Minh,"Huy?n Bình Chánh,",CareerLink
